-90,0,10,4.826905727386475
-80,-10,10,4.379949331283569
-80,0,10,4.384194850921631
-80,10,10,4.268559217453003
-70,-20,10,3.819943904876709
-70,-10,10,3.708139181137085
-70,0,10,3.7125120162963867
-70,10,10,3.8188679218292236
-70,20,10,3.8085062503814697
-60,-30,10,3.147169589996338
-60,-20,10,3.1485767364501953
-60,-10,10,3.1524252891540527
-60,0,10,3.147268056869507
-60,10,10,3.1478891372680664
-60,20,10,3.2632954120635986
-60,30,10,3.259458303451538
-50,-40,10,2.816267967224121
-50,-30,10,2.7002134323120117
-50,-20,10,2.6875898838043213
-50,-10,10,2.7043402194976807
-50,0,10,2.704279899597168
-50,10,10,2.6994943618774414
-50,20,10,2.6997406482696533
-50,30,10,2.8161890506744385
-50,40,10,3.1516494750976562
-40,-50,10,2.700483798980713
-40,-40,10,2.251880168914795
-40,-30,10,2.2403371334075928
-40,-20,10,2.1400012969970703
-40,-10,10,1.8033819198608398
-40,0,10,2.2522459030151367
-40,10,10,2.2521958351135254
-40,20,10,2.251932144165039
-40,30,10,2.251619577407837
-40,40,10,2.475794792175293
-40,50,10,2.8122713565826416
-30,-60,10,3.258772134780884
-30,-50,10,2.6998727321624756
-30,-40,10,2.1403660774230957
-30,-30,10,1.8038442134857178
-30,-20,10,1.6922099590301514
-30,-10,10,1.695711374282837
-30,0,10,1.691918134689331
-30,10,10,1.6917357444763184
-30,20,10,1.6919069290161133
-30,30,10,1.6917085647583008
-30,40,10,2.2556426525115967
-30,50,10,2.812467575073242
-30,60,10,3.372227191925049
-20,-70,10,3.8239691257476807
-20,-60,10,3.259962558746338
-20,-50,10,2.69931960105896
-20,-40,10,2.140549898147583
-20,-30,10,1.6922316551208496
-20,-20,10,1.2442667484283447
-20,-10,10,1.1325092315673828
-20,0,10,1.2441842555999756
-20,10,10,1.1318275928497314
-20,20,10,1.1319186687469482
-20,30,10,1.6923010349273682
-20,40,10,2.2515530586242676
-20,50,10,2.811906576156616
-20,60,10,3.3628578186035156
-20,70,10,3.9327220916748047
-10,-80,10,4.268581867218018
-10,-70,10,3.708864450454712
-10,-60,10,3.260791540145874
-10,-50,10,2.6998841762542725
-10,-40,10,2.1405205726623535
-10,-30,10,1.6917195320129395
-10,-20,10,1.1324758529663086
-10,-10,10,0.6837542057037354
-10,0,10,0.6839516162872314
-10,10,10,0.6836905479431152
-10,20,10,1.1324973106384277
-10,30,10,1.6908514499664307
-10,40,10,2.2557871341705322
-10,50,10,2.815260410308838
-10,60,10,3.372455358505249
-10,70,10,3.9322376251220703
-10,80,10,4.502337217330933
0,-90,10,4.81522011756897
0,-80,10,4.266913414001465
0,-70,10,3.817857265472412
0,-60,10,3.2593069076538086
0,-50,10,2.811115264892578
0,-40,10,2.2629852294921875
0,-30,10,1.692786455154419
0,-20,10,1.1319708824157715
0,-10,10,0.5759708881378174
0,0,10,0.12583088874816895
0,10,10,0.4598653316497803
0,20,10,1.0199332237243652
0,30,10,1.5796456336975098
0,40,10,2.1390063762664795
0,50,10,2.7004477977752686
0,60,10,3.371663808822632
0,70,10,3.9325132369995117
0,80,10,4.494726657867432
0,90,10,5.051934003829956
10,-80,10,4.268488883972168
10,-70,10,3.7065646648406982
10,-60,10,3.2600107192993164
10,-50,10,2.6992032527923584
10,-40,10,2.139951705932617
10,-30,10,1.6907715797424316
10,-20,10,1.1319053173065186
10,-10,10,0.5722262859344482
10,0,10,0.5722255706787109
10,10,10,0.5714473724365234
10,20,10,1.0197644233703613
10,30,10,1.5840709209442139
10,40,10,2.1399528980255127
10,50,10,2.811549425125122
10,60,10,3.0357065200805664
10,70,10,3.8202147483825684
10,80,10,4.381225824356079
20,-70,10,3.819917917251587
20,-60,10,3.1503021717071533
20,-50,10,2.699857234954834
20,-40,10,2.1389665603637695
20,-30,10,1.6919500827789307
20,-20,10,1.2427570819854736
20,-10,10,1.1319246292114258
20,0,10,1.132481336593628
20,10,10,1.0198776721954346
20,20,10,1.1358911991119385
20,30,10,1.5799314975738525
20,40,10,2.1399474143981934
20,50,10,2.812485933303833
20,60,10,3.371455192565918
20,70,10,3.923295497894287
30,-60,10,3.259511947631836
30,-50,10,2.587999105453491
30,-40,10,2.14090633392334
30,-30,10,1.6913492679595947
30,-20,10,1.6959450244903564
30,-10,10,1.6924445629119873
30,0,10,1.6920771598815918
30,10,10,1.6913089752197266
30,20,10,1.6918878555297852
30,30,10,1.8042714595794678
30,40,10,2.2511513233184814
30,50,10,2.6998865604400635
30,60,10,3.3747410774230957
40,-50,10,2.9245238304138184
40,-40,10,2.2525596618652344
40,-30,10,2.47554087638855
40,-20,10,2.5880000591278076
40,-10,10,2.2519214153289795
40,0,10,2.255688428878784
40,10,10,2.2524428367614746
40,20,10,2.2512452602386475
40,30,10,2.256171941757202
40,40,10,2.255361795425415
40,50,10,2.811563014984131
50,-40,10,3.0277035236358643
50,-30,10,2.9243111610412598
50,-20,10,3.3724775314331055
50,-10,10,2.700512647628784
50,0,10,2.8122217655181885
50,10,10,2.810853958129883
50,20,10,2.7005653381347656
50,30,10,2.7008354663848877
50,40,10,2.699486494064331
60,-30,10,3.4832379817962646
60,-20,10,3.5961480140686035
60,-10,10,3.260387897491455
60,0,10,3.26046085357666
60,10,10,3.2593889236450195
60,20,10,3.2602577209472656
60,30,10,2.924008846282959
70,-20,10,3.9313290119171143
70,-10,10,3.8205108642578125
70,0,10,3.8187992572784424
70,10,10,3.820854902267456
70,20,10,3.8199775218963623
80,-10,10,4.266790866851807
80,0,10,4.268598318099976
80,10,10,4.2682647705078125
90,0,10,4.827989101409912
-90,0,30,1.8038897514343262
-80,-10,30,1.579749345779419
